,PreferredSponsors,Gender,Country,Degree,city,zip,isFromSocialMedia,day,month,year
7412,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,delhi,110063,False,29,5,2023
7413,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,Tunisia,Undergraduate Student,tunis,1000,False,12,8,2022
7414,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Calabar,540221,False,27,6,2023
7415,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Abuja,700070,True,15,6,2023
7416,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,Bengaluru,560034,False,6,7,2023
7417,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,Srinagar,190024,True,4,8,2023
7418,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Tornagallu,583123,False,1,12,2022
7421,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,firozabad,283203,False,11,7,2023
7422,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Not in Education,igando,100267,False,13,6,2023
7423,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,chicago,60616,True,4,9,2023
7424,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,Pune,410501,True,4,8,2023
7425,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Aba,450221,True,1,6,2023
7427,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Pune,411030,True,24,3,2023
7428,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Medak,502269,True,9,7,2023
7429,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Lagos,101233,False,13,6,2023
7435,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Pune,411014,False,16,8,2022
7436,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Graduate Program Student,Rayachoti,516269,False,29,9,2022
7437,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Not in Education,Accra,233,True,7,6,2023
7439,"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,Zimbabwe,High School Student,Masvingo z,0,False,11,1,2023
7440,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,Visakhapatnam,530028,False,14,6,2023
7442,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,Undergraduate Student,Christiana,17509,False,3,3,2023
7444,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,False,24,12,2022
7445,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,Graduate Program Student,saint Louis,63108,False,29,6,2023
7446,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Vietnam,Graduate Program Student,Ha Noi,11,True,6,7,2023
7447,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,Portharcourt,500102,True,19,6,2023
7448,"[""GlobalShala"",""Grant Thornton China"",""Illinois Institute of Technology"",""Excelerate"",""Saint Louis University""]",Male,Somalia,Graduate Program Student,Mogadishu,25261,False,9,7,2023
7449,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Ikorodu,23401,False,20,7,2023
7450,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,NORTH WEST,110034,False,4,8,2023
7451,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Karachi,75300,True,22,5,2023
7453,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,Nandyala,518501,True,17,5,2023
7454,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,rangareddy,500091,True,25,4,2023
7455,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,United States,Graduate Program Student,Avon,46123,False,26,12,2022
7456,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,mancherial,504302,True,3,5,2023
7457,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Kazipet,506003,True,18,8,2023
7458,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,Myanmar,High School Student,Yangon,11141,False,14,9,2022
7459,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Osogbo,230211,True,23,3,2023
7460,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Yamunanagar,135001,False,5,8,2023
7461,"[""Saint Louis University"",""Excelerate"",""GlobalShala""]",Female,United States,Graduate Program Student,Saint Louis,63108,False,18,7,2023
7463,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Undergraduate Student,ACCRA,233,False,13,6,2023
7464,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Raipur,492001,False,8,7,2023
7465,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Hubli,580021,True,15,6,2023
7467,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Not in Education,Hyderabad,500072,False,9,8,2023
7468,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Egypt,Undergraduate Student,Al Maadi,11728,False,6,7,2023
7469,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Sringeri,577139,False,13,9,2022
7470,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Egypt,Undergraduate Student,Cairo,11511,False,27,4,2023
7471,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,Owo,341101,False,15,6,2023
7472,"[""Illinois Institute of Technology""]",Male,India,Undergraduate Student,Hyderabad,500072,False,24,8,2023
7474,"[""Saint Louis University""]",Male,India,Graduate Program Student,chennai,125862,False,23,6,2023
7477,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Egypt,Undergraduate Student,abuhamad,44670,True,21,4,2023
7478,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,Indonesia,High School Student,Malang,65142,False,21,11,2022
7480,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Undergraduate Student,Accra,233,False,19,7,2023
7482,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,Ikorodu,100011,False,16,6,2023
7483,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Bangalore,560060,False,25,8,2023
7484,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,Lagos,102273,False,22,5,2023
7485,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis,63108,True,24,9,2023
7487,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Saint louis,63108,True,9,9,2023
7489,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Undergraduate Student,ST LOUIS,63103,True,31,5,2023
7490,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,India,Not in Education,South West Delhi,110045,False,23,8,2022
7491,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,High School Student,Foster City,94404,True,24,5,2023
7492,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,United States,High School Student,Kirkland,98033,False,2,11,2022
7493,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,Nnewi,435101,False,25,2,2023
7494,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,Graduate Program Student,St louis,63108,True,3,10,2023
7495,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Kenya,Undergraduate Student,Mombasa county,800100,False,27,3,2023
7496,"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,India,Graduate Program Student,Mumbai,400089,False,14,1,2023
7497,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Satna,485001,True,15,3,2023
7498,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,Nepal,Undergraduate Student,Kathmandu,44600,False,8,11,2022
7499,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Abakaliki,840001,True,14,7,2023
7500,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Undergraduate Student,Portharco,500001,True,14,6,2023
7501,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Rajgangapur,770017,True,16,8,2023
7502,"[""Saint Louis University""]",Female,United States,Undergraduate Student,Sullivan,63080,False,6,7,2023
7503,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Bhopal,462022,False,27,6,2023
7504,"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,India,Not in Education,hyderabad,530041,False,24,1,2023
7505,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Other,India,Graduate Program Student,KANHANGAD,671531,False,15,6,2023
7506,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Pune,411028,False,15,6,2023
7507,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Turkey,Undergraduate Student,Ankara,6790,True,19,3,2023
7508,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Lagos,100001,True,2,7,2023
7509,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Lagos,100001,False,13,8,2023
7510,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Islamabad,46000,True,20,8,2023
7511,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Nagpur,441104,True,4,8,2023
7512,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,Graduate Program Student,St Louis,63108,True,30,8,2023
7513,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis,63108,False,5,10,2023
7514,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Jos,930103,True,15,6,2023
7518,"[""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis,63108,False,11,10,2022
7519,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,Algeria,Undergraduate Student,Algers,16000,False,13,11,2022
7520,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Warangal,506316,True,7,5,2023
7521,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Pune,411040,True,11,6,2023
7522,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Khamgaon,444303,True,18,7,2023
7523,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,Lagos,222,True,8,6,2023
7524,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,Pakistan,Not in Education,faisalabd,38000,False,2,12,2022
7525,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Kenya,Undergraduate Student,Kisii,40 kisii,True,15,6,2023
7527,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United Kingdom,Undergraduate Student,Preston l,PR1 7AL y,False,16,6,2023
7528,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis,63146,False,6,10,2023
7529,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,rawalpindi,48291,False,9,3,2023
7530,"[""Saint Louis University""]",Male,United States,Graduate Program Student,Saint Louis,63146,False,20,10,2023
7531,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Visakhapatnam,530041,True,9,7,2023
7532,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Kannur,670008,False,14,9,2022
7534,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,KANPUR,208017,True,14,6,2023
7535,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Narowal,209401,True,16,6,2023
7536,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,False,3,9,2022
7537,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Turkey,Graduate Program Student,Ankara,6100,True,20,4,2023
7538,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,Pune,411033,True,17,5,2023
7539,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Turkey,Undergraduate Student,Ankara,6790,True,14,7,2023
7540,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Solapur,413003,False,9,5,2023
7541,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,pune,411058,True,1,11,2023
7544,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Srikakulam,532456,False,25,7,2023
7545,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Speen khwari,26190,True,16,6,2023
7546,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Peshawar,25000,True,28,3,2023
7547,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,vijayawada,520001,True,27,6,2023
7548,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Kadapa,516003,True,12,7,2023
7549,"[""Saint Louis University"",""GlobalShala"",""Excelerate"",""Grant Thornton China""]",Male,Nigeria,Undergraduate Student,Ayetoro itele,110001,False,17,5,2023
7550,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,Rumueprikom,500101,False,4,8,2023
7552,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,St Louis,63103,False,29,8,2023
7553,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis,63108,False,6,10,2023
7556,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Undergraduate Student,Pokuase,GW-0168-0149,False,12,4,2023
7558,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Undergraduate Student,lagos,234,False,14,6,2023
7559,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Vemulawada,505301,True,17,7,2023
7560,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Lagos,23401,True,13,6,2023
7561,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,Enugu,40021,False,8,7,2023
7562,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Not in Education,ABAKALIKI,42,False,16,6,2023
7563,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Ludhiana,141401,True,23,5,2023
7564,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Lumding,782447,False,8,7,2023
7567,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Lagos,23401,False,6,7,2023
7568,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Pune,411041,False,14,6,2023
7569,"[""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,Cameroon,Graduate Program Student,Bamenda,0,False,1,3,2023
7570,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Gudur,524412,False,19,8,2023
7571,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Bengaluru,560072,False,16,6,2023
7572,"[""GlobalShala"",""Saint Louis University"",""Excelerate""]",Male,India,Graduate Program Student,Ahmedabad,382345,False,8,6,2023
7573,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,NOWSHERA,1234,True,23,3,2023
7574,"[""Saint Louis University""]",Female,United States,Undergraduate Student,Saint Louis,63116,False,11,7,2023
7576,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,Guntur,522034,True,1,5,2023
7577,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis,63108,False,16,6,2023
7578,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,KARACHI,75500,True,17,5,2023
7579,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Vietnam,Graduate Program Student,Hung Yen,160000,True,6,7,2023
7581,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Chimakurthi,523263,False,29,8,2023
7582,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,United States,High School Student,Chicago,60629,False,31,10,2022
7583,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Aligarh,202001,True,30,6,2023
7584,"[""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Graduate Program Student,Hyderabad,500074,False,26,10,2022
7585,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Pune City,411002,True,17,10,2023
7586,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Nagpur,441001,True,1,9,2023
7587,"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,United States,Undergraduate Student,Chicago,60651,False,6,1,2023
7588,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Pune,411057,True,7,8,2023
7589,"[""Saint Louis University""]",Female,United States,Graduate Program Student,Saint Louis,63108,False,20,6,2023
7590,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,True,14,4,2023
7591,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Tunisia,Graduate Program Student,Douar hicher,2086,True,11,6,2023
7592,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Canada,Graduate Program Student,Mandi bahadin,98224700,True,15,6,2023
7593,"[""Illinois Institute of Technology""]",Male,Ukraine,High School Student,Kyiv,2068,False,25,8,2023
7594,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Greater Noida,201310,True,3,6,2023
7595,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Hyderabad,500044,True,29,7,2023
7597,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Lagos,100001,False,15,10,2022
7599,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Lucknow,226016,True,21,8,2023
7603,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,Bengaluru,560096,False,24,6,2023
7604,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,South Africa,Undergraduate Student,Johannesburg,2090,True,27,7,2023
7605,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,bfjk,37831,True,29,3,2023
7606,"[""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,False,9,12,2022
7608,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,proddatur,516360,True,28,5,2023
7609,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Undergraduate Student,Accra,233,True,19,3,2023
7610,"[""GlobalShala"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,United States,High School Student,Columbia,65202,False,26,9,2022
7611,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Kenya,Not in Education,Litein,20210,True,26,7,2023
7612,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Graduate Program Student,muzafar garh,34370,True,14,8,2023
